	artist_id	Counts
1698	8947	3498
1699	8712	3496
1700	14609	3496
1701	19979	3493
1702	10682	3488
1703	9582	3485
1704	6238	3482
1705	2454	3482
1706	9220	3481
1707	4855	3480
1708	5340	3480
1709	28214	3480
1710	456	3479
1711	1351	3479
1712	5851	3476
1713	211	3475
1714	1415	3474
1715	6136	3474
1716	17113	3473
1717	29177	3472
1718	57336	3468
1719	3971	3467
1720	27585	3467
1721	16663	3460
1722	33002	3456
1723	47705	3452
1724	7491	3450
1725	28560	3450
1726	44199	3449
1727	4025	3447
1728	19745	3447
1729	15906	3446
1730	15268	3443
1731	4679	3442
1732	26747	3440
1733	3943	3437
1734	5412	3436
1735	22930	3435
1736	537	3434
1737	9955	3434
1738	5037	3433
1739	2787	3431
1740	1689	3429
1741	4173	3427
1742	2390	3424
1743	26326	3423
1744	10107	3421
1745	3717	3416
1746	17269	3414
1747	2989	3413
1748	11276	3407
1749	26725	3405
1750	8662	3402
1751	31872	3401
1752	1437	3399
1753	8605	3397
1754	4979	3396
1755	3080	3393
1756	7323	3393
1757	104	3386
1758	14745	3385
1759	15481	3385
1760	17398	3384
1761	29227	3384
1762	30284	3382
1763	52724	3377
1764	3357	3374
1765	9299	3373
1766	1525	3372
1767	7197	3372
1768	9692	3369
1769	9897	3368
1770	19063	3368
1771	14876	3367
1772	12977	3363
1773	33971	3360
1774	215	3359
1775	4659	3358
1776	1890	3357
1777	3896	3356
1778	4113	3352
1779	13228	3347
1780	3514	3345
1781	9760	3342
1782	24883	3342
1783	15393	3342
1784	3434	3341
1785	17515	3340
1786	13874	3339
1787	9385	3339
1788	17370	3337
1789	5709	3334
1790	5514	3334
1791	5986	3333
1792	10624	3332
1793	38876	3331
1794	4690	3327
1795	20432	3326
1796	8805	3326
1797	26548	3326
1798	10540	3322
1799	1625	3322
1800	712	3319
1801	17807	3318
1802	3266	3316
1803	12540	3315
1804	20318	3314
1805	4809	3314
1806	6285	3314
1807	17073	3307
1808	13167	3307
1809	20063	3306
1810	28314	3305
1811	5127	3304
1812	12590	3303
1813	26422	3302
1814	40102	3302
1815	7696	3300
1816	30624	3300
1817	2100	3298
1818	17475	3295
1819	16340	3294
1820	16132	3292
1821	7916	3291
1822	11064	3289
1823	14554	3287
1824	5211	3286
1825	11309	3279
1826	16426	3276
1827	17225	3274
1828	15730	3269
1829	1599	3268
1830	42271	3267
1831	236	3267
1832	7139	3264
1833	15113	3258
1834	3802	3258
1835	10877	3253
1836	4578	3246
1837	9938	3244
1838	8462	3243
1839	2592	3235
1840	3636	3233
1841	5333	3229
1842	9832	3227
1843	7545	3226
1844	10461	3225
1845	7838	3221
1846	1331	3217
1847	10339	3217
1848	9588	3215
1849	21266	3214
1850	6442	3213
1851	2912	3212
1852	2026	3210
1853	9801	3206
1854	2805	3206
1855	4573	3205
1856	2574	3204
1857	11565	3204
1858	2826	3202
1859	18780	3200
1860	10402	3200
1861	9340	3199
1862	9605	3195
1863	2621	3194
1864	7927	3191
1865	9314	3190
1866	1673	3188
1867	26809	3186
1868	14	3183
1869	4581	3183
1870	28743	3182
1871	5285	3176
1872	7547	3173
1873	708	3172
1874	8876	3172
1875	24888	3171
1876	9629	3171
1877	6710	3170
1878	39332	3164
1879	22	3162
1880	7046	3162
1881	42835	3162
1882	15251	3161
1883	4286	3161
1884	15095	3159
1885	40609	3159
1886	2645	3154
1887	15650	3152
1888	5209	3151
1889	21092	3151
1890	9516	3150
1891	3067	3149
1892	197	3147
1893	35433	3146
1894	1462	3146
1895	2222	3143
1896	4959	3141
1897	35759	3140
1898	9473	3139
1899	4668	3138
1900	3419	3137
1901	10795	3136
1902	3668	3136
1903	26636	3135
1904	14809	3128
1905	1769	3125
1906	16545	3124
1907	11523	3121
1908	5590	3120
1909	28442	3119
1910	16362	3119
1911	12622	3117
1912	27673	3116
1913	16896	3116
1914	5009	3112
1915	2257	3108
1916	3811	3108
1917	11843	3108
1918	7165	3108
1919	3298	3105
1920	13825	3104
1921	39520	3102
1922	6747	3101
1923	6207	3101
1924	10494	3100
1925	2455	3100
1926	10097	3100
1927	15235	3096
1928	2255	3093
1929	17397	3092
1930	14792	3090
1931	5188	3089
1932	13863	3088
1933	53054	3087
1934	12597	3087
1935	9169	3085
1936	42524	3084
1937	15884	3080
1938	49819	3078
1939	17706	3077
1940	14533	3076
1941	13219	3075
1942	18159	3072
1943	2560	3071
1944	87187	3070
1945	5356	3069
1946	9751	3068
1947	9577	3068
1948	567	3065
1949	6222	3064
1950	32665	3063
1951	4161	3063
1952	9548	3063
1953	10008	3063
1954	6853	3062
1955	16670	3060
1956	9837	3059
1957	5166	3058
1958	49480	3058
1959	2254	3057
1960	6244	3056
1961	22067	3053
1962	8639	3052
1963	20070	3051
1964	2871	3050
1965	6023	3050
1966	3356	3044
1967	9969	3044
1968	9540	3041
1969	5102	3039
1970	2250	3038
1971	27337	3037
1972	7900	3035
1973	4316	3034
1974	13867	3031
1975	6371	3031
1976	43624	3030
1977	5191	3029
1978	2949	3028
1979	990	3024
1980	3105	3023
1981	42912	3023
1982	2975	3023
1983	14628	3019
1984	1718	3015
1985	11744	3015
1986	10387	3012
1987	29088	3011
1988	15093	3011
1989	9688	3008
1990	15236	3006
1991	15527	3006
1992	21809	3002
1993	7252	3001
1994	6604	3001
1995	16678	2999
1996	1845	2999
1997	10076	2997
1998	3629	2988
1999	14770	2988
2000	7472	2985
2001	9156	2984
2002	11079	2983
2003	11239	2981
2004	2763	2981
2005	8442	2980
2006	2139	2980
2007	10044	2976
2008	4649	2974
2009	9107	2973
2010	13349	2969
2011	17821	2966
2012	17547	2963
2013	39096	2958
2014	24146	2956
2015	26813	2954
2016	6319	2953
2017	6144	2952
2018	13875	2950
2019	6277	2949
2020	14480	2949
2021	16691	2949
2022	4554	2945
2023	19677	2945
2024	5719	2939
2025	3845	2939
2026	11325	2937
2027	16619	2934
2028	6320	2933
2029	3090	2932
2030	2421	2929
2031	15460	2928
2032	19780	2928
2033	14798	2927
2034	17474	2927
2035	3893	2925
2036	4202	2925
2037	14427	2923
2038	12966	2923
2039	10706	2922
2040	4187	2921
2041	8694	2921
2042	9478	2920
2043	9158	2919
2044	3846	2918
2045	5330	2918
2046	14242	2918
2047	15195	2916
2048	17943	2914
2049	3835	2914
2050	18673	2913
2051	4125	2908
2052	7998	2908
2053	3143	2907
2054	7506	2906
2055	5384	2906
2056	1874	2902
2057	4570	2900
2058	32995	2899
2059	10363	2898
2060	71007	2896
2061	26961	2896
2062	12150	2895
2063	16823	2894
2064	10539	2893
2065	2113	2886
2066	1318	2883
2067	2564	2883
2068	8664	2882
2069	8981	2879
2070	1164	2878
2071	7804	2876
2072	6784	2875
2073	9442	2873
2074	3774	2871
2075	16328	2871
2076	42074	2870
2077	446	2868
2078	4898	2866
2079	3024	2864
2080	30992	2863
2081	2420	2859
2082	3806	2859
2083	15200	2857
2084	34070	2857
2085	496	2854
2086	1702	2853
2087	9859	2853
2088	16524	2853
2089	20107	2851
2090	9609	2850
2091	28572	2849
2092	9362	2848
2093	16556	2846
2094	98	2842
2095	19267	2842
2096	7666	2837
2097	3562	2837
2098	2	2835
2099	3309	2834
2100	26172	2834
2101	1456	2831
2102	10878	2830
2103	22807	2828
2104	15642	2828
2105	53102	2826
2106	8855	2826
2107	5810	2826
2108	5596	2820
2109	2796	2818
2110	3840	2818
2111	8935	2818
2112	18485	2817
2113	626	2817
2114	6236	2816
2115	15571	2815
2116	1327	2815
2117	4474	2813
2118	16654	2812
2119	14973	2810
2120	32703	2808
2121	9672	2808
2122	2945	2807
2123	48375	2807
2124	701043	2807
2125	7988	2804
2126	16300	2804
2127	2674	2804
2128	9424	2802
2129	2784	2800
2130	857	2799
2131	27153	2797
2132	15380	2797
2133	12163	2795
2134	9000	2792
2135	57419	2790
2136	8165	2788
2137	9792	2787
2138	13075	2786
2139	17790	2785
2140	804	2783
2141	23273	2782
2142	48678	2782
2143	28545	2778
2144	15712	2777
2145	20278	2777
2146	6123	2777
2147	9773	2775
2148	15407	2774
2149	10294	2771
2150	14020	2766
2151	4031	2765
2152	11647	2764
2153	3573	2764
2154	2553	2761
2155	13667	2761
2156	50774	2760
2157	296	2759
2158	13231	2759
2159	5617	2759
2160	19208	2758
2161	5212	2754
2162	2084	2752
2163	14724	2752
2164	20056	2752
2165	22637	2750
2166	8175	2750
2167	21248	2750
2168	576	2744
2169	3346	2742
2170	7933	2742
2171	250	2739
2172	12272	2739
2173	49	2738
2174	14998	2737
2175	16307	2737
2176	364	2737
2177	28849	2734
2178	9162	2733
2179	4169	2732
2180	14961	2730
2181	3566	2729
2182	7332	2728
2183	27723	2727
2184	485	2727
2185	10515	2726
2186	3920	2725
2187	696	2724
2188	19744	2723
2189	5899	2721
2190	16798	2719
2191	4862	2719
2192	23830	2716
2193	7460	2715
2194	16236	2714
2195	18152	2714
2196	2658	2712
2197	14604	2709
2198	17676	2708
2199	11059	2707
2200	11125	2706
2201	18943	2706
2202	12220	2706
2203	609	2705
2204	15459	2705
2205	12186	2704
2206	27847	2699
2207	14840	2699
2208	26713	2699
2209	8109	2699
2210	11492	2699
2211	35642	2698
2212	22716	2692
2213	19708	2689
2214	6208	2688
2215	6272	2688
2216	23027	2686
2217	6350	2684
2218	5642	2684
2219	23553	2682
2220	14664	2682
2221	18963	2680
2222	4639	2678
2223	6307	2678
2224	7331	2678
2225	13230	2676
2226	15042	2676
2227	10309	2676
2228	2575	2674
2229	2251	2674
2230	10017	2674
2231	2835	2673
2232	5284	2672
2233	17002	2671
2234	7638	2671
2235	18734	2671
2236	14252	2669
2237	14723	2668
2238	12464	2667
2239	94	2667
2240	27746	2666
2241	3524	2665
2242	2252	2664
2243	49172	2661
2244	5574	2660
2245	3516	2657
2246	35709	2656
2247	11472	2653
2248	4637	2652
2249	28852	2651
2250	34175	2647
2251	16800	2647
2252	6020	2646
2253	2780	2645
2254	8775	2644
2255	366	2644
2256	20743	2643
2257	8372	2641
2258	462	2641
2259	10093	2640
2260	8138	2639
2261	9787	2638
2262	58466	2637
2263	15716	2636
2264	15110	2636
2265	45713	2635
2266	5033	2635
2267	825929	2635
2268	1084	2634
2269	7496	2631
2270	6940	2631
2271	14289	2630
2272	12419	2629
2273	4090	2626
2274	23794	2625
2275	8047	2623
2276	6896	2623
2277	9507	2623
2278	125	2621
2279	6857	2621
2280	7108	2620
2281	10550	2620
2282	8528	2618
2283	19474	2617
2284	18552	2617
2285	6203	2617
2286	21625	2617
2287	26707	2617
2288	22404	2613
2289	7100	2611
2290	12654	2611
2291	16480	2611
2292	3336	2608
2293	13119	2605
2294	17905	2604
2295	15438	2604
2296	20840	2602
2297	400	2601
2298	14085	2601
2299	16498	2601
2300	4912	2600
2301	19648	2600
2302	6266	2598
2303	15791	2597
2304	22010	2596
2305	41435	2594
2306	17109	2593
2307	26719	2591
2308	22053	2587
2309	4309	2586
2310	7909	2586
2311	2526	2586
2312	18553	2586
2313	19872	2586
2314	419	2585
2315	1901	2584
2316	6251	2584
2317	10562	2583
2318	32213	2581
2319	9506	2580
2320	4676	2579
2321	44240	2579
2322	8364	2578
2323	29341	2578
2324	27294	2576
2325	2776	2572
2326	1892	2571
2327	67668	2571
2328	38827	2570
2329	15050	2569
2330	5745	2565
2331	12535	2564
2332	16844	2564
2333	17542	2563
2334	6881	2560
2335	18616	2559
2336	829	2558
2337	4579	2558
2338	2094	2558
2339	5649	2558
2340	10566	2556
2341	26710	2555
2342	369	2549
2343	34587	2548
2344	2927	2545
2345	11600	2545
2346	39056	2545
2347	2994	2544
2348	16467	2543
2349	22508	2542
2350	206	2540
2351	22603	2540
2352	5154	2539
2353	23154	2539
2354	3520	2536
2355	67176	2527
2356	35683	2526
2357	14273	2524
2358	16287	2524
2359	4555	2524
2360	12110	2524
2361	7883	2523
2362	4872	2519
2363	27848	2517
2364	15901	2517
2365	11760	2516
2366	8989	2516
2367	11076	2511
2368	3028	2509
2369	18271	2505
2370	12149	2505
2371	14212	2504
2372	28025	2504
2373	11413	2500
2374	6982	2500
2375	6673	2500
2376	34887	2500
2377	5136	2497
2378	22468	2497
2379	8446	2497
2380	489478	2496
2381	9699	2494
2382	8999	2494
2383	21576	2493
2384	8441	2492
2385	36584	2491
2386	8137	2491
2387	5177	2486
2388	3889	2484
2389	23828	2483
2390	15852	2483
2391	2981	2481
2392	20791	2481
2393	3069	2480
2394	3682	2480
2395	34460	2480
2396	4003	2478
2397	10825	2477
2398	23106	2475
2399	913	2474
2400	13074	2474
2401	3555	2472
2402	8629	2471
2403	29399	2470
2404	11116	2470
2405	17245	2469
2406	9292	2469
2407	26841	2468
2408	16104	2468
2409	17171	2466
2410	12370	2466
2411	7107	2465
2412	27638	2464
2413	25515	2462
2414	3660	2460
2415	1201	2460
2416	42224	2459
2417	14128	2458
2418	8046	2457
2419	6087	2457
2420	18488	2457
2421	20337	2453
2422	318	2452
2423	1192	2452
2424	19866	2452
2425	29034	2451
2426	19894	2451
2427	16460	2450
2428	42641	2448
2429	8802	2445
2430	7328	2445
2431	5332	2444
2432	10135	2444
2433	1491	2443
2434	2041	2443
2435	17968	2442
2436	11510	2439
2437	3577	2438
2438	3017	2437
2439	6273	2436
2440	231	2435
2441	3304	2435
2442	3038	2435
2443	36499	2434
2444	26638	2434
2445	8937	2428
2446	3888	2427
2447	3390	2426
2448	359	2426
2449	7663	2424
2450	9643	2424
2451	26654	2424
2452	45489	2420
2453	5946	2419
2454	24977	2416
2455	18612	2415
2456	10184	2413
2457	3741	2411
2458	12705	2411
2459	7028	2410
2460	3918	2410
2461	2930	2407
2462	17651	2405
2463	28204	2405
2464	42264	2404
2465	42435	2404
2466	2791	2402
2467	10238	2401
2468	4669	2401
2469	17983	2401
2470	19339	2401
2471	16039	2401
2472	3116	2400
2473	5790	2397
2474	156	2397
2475	16708	2397
2476	9581	2396
2477	27295	2395
2478	6105	2395
2479	16776	2395
2480	7129	2390
2481	18364	2387
2482	6398	2386
2483	15002	2385
2484	17585	2384
2485	15904	2384
2486	2902	2384
2487	23703	2384
2488	29079	2383
2489	48789	2382
2490	6120	2380
2491	28045	2380
2492	35685	2379
2493	13787	2377
2494	40604	2374
2495	16586	2374
2496	3119	2371
2497	20216	2371
2498	4198	2369
2499	24141	2366
2500	7511	2365
2501	14672	2365
2502	4273	2364
2503	18211	2364
2504	4590	2364
2505	15542	2363
2506	2894	2361
2507	1470	2359
2508	21	2358
2509	10599	2355
2510	18582	2355
2511	67678	2355
2512	1897	2354
2513	16432	2351
2514	10709	2350
2515	19741	2350
2516	4100	2349
2517	3048	2349
2518	1454	2348
2519	19349	2347
2520	18652	2347
2521	16752	2345
2522	18815	2344
2523	3712	2344
2524	18721	2344
2525	70938	2343
2526	9583	2343
2527	17479	2339
2528	11609	2339
2529	10482	2338
2530	22753	2338
2531	18816	2337
2532	32074	2336
2533	7277	2334
2534	2978	2334
2535	3324	2333
2536	29535	2333
2537	33320	2333
2538	16051	2332
2539	3708	2330
2540	17816	2330
2541	7450	2330
2542	5756	2330
2543	2623	2330
2544	8970	2330
2545	8170	2329
2546	6378	2328
2547	22962	2325
2548	10161	2324
2549	9001	2324
2550	22955	2324
2551	8283	2322
2552	4078	2322
2553	15196	2322
2554	2714	2321
2555	12987	2318
2556	17699	2318
2557	15903	2315
2558	12428	2314
2559	18480	2313
2560	23865	2312
2561	15191	2311
2562	35770	2310
2563	15146	2309
2564	5852	2308
2565	28077	2306
2566	21583	2304
2567	29739	2303
2568	2443	2302
2569	10480	2301
2570	557	2300
2571	19468	2300
2572	3689	2300
2573	15886	2298
2574	168	2298
2575	97408	2295
2576	35475	2293
2577	5658	2293
2578	5643	2290
2579	3267	2289
2580	13470	2289
2581	18896	2287
2582	18683	2286
2583	8422	2284
2584	19730	2284
2585	9200	2283
2586	18339	2282
2587	11810	2281
2588	39036	2280
2589	4569	2280
2590	4164	2280
2591	77828	2277
2592	9644	2277
2593	21409	2276
2594	9810	2275
2595	1455	2275
2596	13459	2274
2597	19656	2274
2598	1759	2273
2599	51423	2272
2600	4181	2272
2601	1484	2272
2602	16689	2271
2603	28821	2269
2604	12479	2266
2605	22880	2265
2606	23325	2264
2607	10475	2263
2608	103811	2261
2609	52741	2261
2610	4242	2261
2611	18857	2260
2612	4630	2259
2613	15692	2258
2614	10852	2258
2615	3269	2258
2616	31406	2257
2617	18248	2256
2618	4172	2256
2619	1355	2254
2620	16771	2254
2621	4213	2253
2622	9089	2253
2623	17285	2253
2624	29137	2252
2625	65777	2252
2626	15063	2251
2627	450	2251
2628	40856	2249
2629	18494	2246
2630	7941	2246
2631	24669	2245
2632	28604	2243
2633	23520	2243
2634	5321	2242
2635	45913	2242
2636	50552	2241
2637	12326	2240
2638	27031	2240
2639	2947	2240
2640	5835	2240
2641	15111	2239
2642	16481	2239
2643	10206	2239
2644	10974	2238
2645	12228	2237
2646	38635	2237
2647	5630	2236
2648	7471	2233
2649	65830	2233
2650	10168	2233
2651	18399	2231
2652	742	2230
2653	27768	2230
2654	7908	2229
2655	26831	2227
2656	31338	2226
2657	11200	2222
2658	22255	2221
2659	19805	2218
2660	9410	2218
2661	20097	2216
2662	8296	2213
2663	16633	2211
2664	44865	2211
2665	79575	2211
2666	19145	2211
2667	17532	2210
2668	13159	2209
2669	18555	2208
2670	12615	2208
2671	5153	2208
2672	27113	2208
2673	22469	2208
2674	22466	2205
2675	9698	2202
2676	9932	2202
2677	9743	2198
2678	20027	2198
2679	14858	2196
2680	56369	2195
2681	10276	2195
2682	9100	2195
2683	23461	2194
2684	65471	2193
2685	62783	2192
2686	6374	2192
2687	13212	2191
2688	6788	2189
2689	6947	2188
2690	36336	2188
2691	4665	2188
2692	7809	2187
2693	33985	2185
2694	12057	2185
2695	2833	2185
2696	15556	2184
2697	4879	2184
2698	1706	2184
2699	3315	2183
2700	14852	2183
2701	16632	2183
2702	66038	2182
2703	4364	2182
2704	1429	2181
2705	28383	2181
2706	8851	2181
2707	14218	2180
2708	55578	2179
2709	48591	2179
2710	30787	2177
2711	306	2176
2712	3761	2176
2713	4222	2176
2714	4605	2175
2715	18410	2174
2716	18897	2174
2717	12278	2174
2718	35245	2174
2719	18717	2173
2720	21041	2173
2721	3666	2172
2722	2210	2171
2723	13750	2171
2724	27357	2171
2725	34385	2170
2726	3825	2170
2727	9619	2170
2728	24660	2170
2729	30180	2169
2730	13201	2169
2731	28168	2168
2732	6332	2167
2733	78560	2167
2734	52909	2167
2735	44842	2167
2736	18504	2166
2737	30374	2166
2738	4087	2164
2739	558	2162
2740	307	2161
2741	4584	2160
2742	19977	2158
2743	2984	2158
2744	3319	2158
2745	22162	2157
2746	3517	2157
2747	22063	2155
2748	6295	2154
2749	16352	2154
2750	14719	2152
2751	6865	2152
2752	22932	2152
2753	2800	2151
2754	16326	2149
2755	5157	2149
2756	8946	2149
2757	45390	2149
2758	13222	2149
2759	18714	2148
2760	17664	2147
2761	2595	2146
2762	7658	2144
2763	4532	2144
2764	183	2144
2765	18220	2143
2766	22125	2143
2767	18476	2143
2768	18401	2143
2769	48029	2142
2770	465	2142
2771	3381	2142
2772	2996	2141
2773	2872335	2140
2774	16135	2140
2775	10336	2139
2776	6554	2139
2777	5509	2139
2778	34308	2139
2779	47370	2139
2780	4451	2136
2781	1461	2135
2782	27827	2135
2783	11271	2135
2784	29204	2134
2785	3560	2133
2786	7016	2133
2787	7901	2133
2788	33614	2130
2789	3306	2130
2790	160	2130
2791	3108	2129
2792	18169	2128
2793	11676	2128
2794	2636	2128
2795	34912	2126
2796	23251	2125
2797	4538	2124
2798	41086	2124
2799	9603	2124
2800	11776	2123
2801	11023	2121
2802	479	2120
2803	16062	2120
2804	4967	2118
2805	2887	2116
2806	3300	2116
2807	19585	2114
2808	35767	2114
2809	14401	2113
2810	8013	2110
2811	4779	2110
2812	14948	2110
2813	5520	2108
2814	2056	2108
2815	74697	2106
2816	1770	2105
2817	1779	2105
2818	4050	2105
2819	32713	2104
2820	10313	2103
2821	10186	2103
2822	23836	2103
2823	7993	2101
2824	9126	2101
2825	2424	2099
2826	7250	2097
2827	9852	2097
2828	11690	2097
2829	62481	2096
2830	41375	2094
2831	38630	2093
2832	2852	2093
2833	23152	2090
2834	1946	2089
2835	19490	2088
2836	6284	2087
2837	25430	2087
2838	88	2086
2839	14614	2086
2840	39052	2086
2841	34417	2084
2842	464	2082
2843	6168	2079
2844	22939	2079
2845	13287	2078
2846	4923	2078
2847	2429	2076
2848	17716	2075
2849	12441	2073
2850	3118	2072
2851	21698	2071
2852	9215	2070
2853	34324	2069
2854	27265	2068
2855	16983	2066
2856	3768	2065
2857	6152	2063
2858	23779	2063
2859	5806	2062
2860	18358	2061
2861	6775	2060
2862	18387	2059
2863	9814	2059
2864	22761	2059
2865	16465	2058
2866	28062	2056
2867	27594	2056
2868	14209	2056
2869	15085	2055
2870	9078	2055
2871	10750	2054
2872	17121	2053
2873	13989	2052
2874	8447	2052
2875	71508	2051
2876	1573	2051
2877	18108	2050
2878	17717	2049
2879	11284	2049
2880	6346	2048
2881	8613	2045
2882	26573	2045
2883	8651	2045
2884	55777	2044
2885	13550	2042
2886	32061	2042
2887	25761	2041
2888	10503	2040
2889	13138	2039
2890	26473	2039
2891	5973	2039
2892	16303	2038
2893	4757	2038
2894	2755	2036
2895	40045	2035
2896	33525	2035
2897	5517	2034
2898	42891	2033
2899	3842	2032
2900	332	2030
2901	255	2030
2902	41444	2029
2903	10399	2029
2904	17289	2029
2905	17295	2029
2906	9009	2029
2907	7829	2028
2908	34028	2027
2909	1511	2027
2910	18583	2025
2911	14836	2025
2912	5920	2023
2913	26992	2022
2914	39266	2022
2915	14810	2021
2916	10160	2019
2917	13474	2018
2918	19954	2018
2919	11833	2017
2920	29876	2017
2921	36163	2017
2922	15142	2017
2923	25514	2016
2924	13639	2015
2925	21563	2014
2926	23151	2013
2927	5782	2011
2928	9375	2010
2929	15802	2007
2930	49735	2007
2931	8501	2006
2932	4781	2006
2933	17686	2006
2934	42478	2004
2935	19139	2003
2936	10817	2003
2937	17436	2002
2938	3417	2002
2939	69635	2002
2940	16296	2000
2941	7539	2000
2942	8029	1999
2943	46647	1999
2944	20772	1998
2945	15010	1998
2946	23289	1997
2947	35508	1996
2948	19373	1996
2949	35597	1996
2950	18125	1996
2951	9803	1995
2952	17538	1995
2953	77952	1993
2954	17434	1993
2955	15811	1991
2956	19792	1990
2957	7248	1989
2958	41370	1989
2959	13914	1989
2960	27500	1989
2961	9179	1988
2962	10679	1987
2963	39307	1986
2964	1796	1986
2965	3972	1985
2966	16197	1983
2967	375	1983
2968	4302	1983
2969	58228	1983
2970	38690	1982
2971	16490	1982
2972	11777	1982
2973	18472	1981
2974	17949	1980
2975	15926	1980
2976	2712	1980
2977	11055	1980
2978	6169	1979
2979	9523	1979
2980	14137	1978
2981	93064	1977
2982	72447	1975
2983	28913	1970
2984	41385	1969
2985	5344	1969
2986	6015	1969
2987	10518	1968
2988	3258	1968
2989	13596	1967
2990	15398	1967
2991	12421	1966
2992	34032	1966
2993	20733	1965
2994	44922	1962
2995	30595	1962
2996	10700	1961
2997	16244	1960
2998	8583	1960
2999	15480	1959
3000	728	1958
3001	775	1957
3002	7586	1956
3003	15362	1956
3004	61960	1955
3005	27503	1955
3006	1452	1953
3007	15234	1953
3008	5698	1951
3009	27243	1951
3010	3377	1950
3011	18909	1949
3012	9826	1948
3013	17407	1948
3014	7537	1948
3015	9123	1947
3016	4501	1945
3017	18898	1944
3018	9492	1944
3019	16494	1943
3020	9565	1942
3021	4845	1942
3022	23038	1941
3023	15417	1940
3024	11349	1939
3025	11657	1938
3026	14106	1938
3027	18991	1937
3028	5993	1937
3029	13453	1936
3030	3822	1936
3031	5128	1935
3032	19294	1934
3033	3561	1934
3034	2786	1934
3035	35639	1933
3036	8171	1932
3037	21155	1932
3038	20507	1932
3039	9493	1932
3040	8963	1931
3041	12214	1931
3042	12968	1929
3043	8007	1929
3044	8033	1929
3045	4257	1929
3046	13198	1928
3047	3418	1928
3048	15015	1928
3049	11008	1927
3050	16681	1926
3051	65908	1925
3052	13741	1925
3053	23337	1924
3054	14572	1924
3055	35204	1923
3056	12626	1923
3057	7404	1922
3058	10023	1922
3059	39323	1920
3060	18123	1916
3061	16671	1916
3062	16707	1916
3063	57315	1915
3064	13225	1915
3065	15637	1915
3066	26983	1914
3067	11980	1914
3068	43129	1914
3069	16443	1913
3070	18818	1912
3071	4771	1911
3072	23440	1911
3073	18274	1911
3074	27107	1910
3075	42767	1909
3076	1707	1909
3077	7595	1908
3078	15001	1907
3079	17539	1907
3080	29231	1907
3081	4121	1906
3082	38653	1906
3083	5	1905
3084	38645	1904
3085	33437	1904
3086	44098	1902
3087	19646	1901
3088	199	1900
3089	792	1900
3090	3117	1900
3091	6848	1900
3092	53722	1898
3093	12307	1898
3094	3917	1897
3095	4205	1896
3096	16473	1894
3097	8732	1893
3098	32553	1893
3099	16474	1892
3100	38470	1891
3101	18521	1890
3102	733	1890
3103	4218	1889
3104	12443	1889
3105	20213	1888
3106	5633	1887
3107	14772	1887
3108	340	1885
3109	16520	1884
3110	40787	1884
3111	4945	1884
3112	53303	1883
3113	12566	1883
3114	26451	1883
3115	19538	1882
3116	9537	1882
3117	12164	1881
3118	3148	1880
3119	17372	1880
3120	1519	1879
3121	7875	1877
3122	3772	1877
3123	36763	1876
3124	8948	1876
3125	28289	1876
3126	3827	1875
3127	18084	1875
3128	45365	1875
3129	27458	1874
3130	12198	1874
3131	75181	1873
3132	36383	1872
3133	23010	1871
3134	28466	1871
3135	7910	1871
3136	40239	1870
3137	9036	1869
3138	5343	1869
3139	9916	1868
3140	23739	1868
3141	29792	1868
3142	5604	1868
3143	9838	1868
3144	5609	1867
3145	27483	1867
3146	19653	1866
3147	28951	1864
3148	8926	1863
3149	12312	1862
3150	16758	1862
3151	16256	1862
3152	17991	1861
3153	10792	1860
3154	9315	1860
3155	35696	1858
3156	24865	1857
3157	16048	1856
3158	257	1856
3159	3413	1855
3160	14839	1855
3161	15773	1854
3162	11287	1854
3163	21677	1854
3164	19889	1853
3165	17582	1853
3166	5413	1852
3167	2735	1851
3168	16324	1851
3169	3127	1851
3170	21232	1851
3171	9851	1851
3172	22728	1851
3173	2680	1850
3174	78	1847
3175	16245	1846
3176	18782	1845
3177	48692	1844
3178	14097	1843
3179	20605	1842
3180	11057	1841
3181	35098	1841
3182	73262	1841
3183	11474	1841
3184	18205	1840
3185	20562	1838
3186	1563	1837
3187	18639	1836
3188	10413	1835
3189	4826	1835
3190	12020	1834
3191	60058	1833
3192	7792	1831
3193	75141	1831
3194	4904	1829
3195	52591	1829
3196	36497	1828
3197	15652	1827
3198	16982	1827
3199	9690	1827
3200	10504	1827
3201	35700	1826
3202	3134	1826
3203	12236	1826
3204	4119	1825
3205	7700	1824
3206	3669	1824
3207	28796	1823
3208	17573	1823
3209	36492	1821
3210	22816	1821
3211	20269	1821
3212	52171	1820
3213	32716	1817
3214	539	1815
3215	3851	1815
3216	9901	1814
3217	704	1813
3218	51736	1813
3219	7411	1812
3220	3769	1812
3221	17733	1811
3222	9079	1811
3223	10113	1811
3224	9865	1809
3225	11666	1809
3226	21557	1808
3227	10384	1808
3228	16166	1807
3229	5525	1806
3230	38942	1806
3231	19617	1806
3232	805	1806
3233	2854	1805
3234	10062	1805
3235	2475	1804
3236	8505	1804
3237	48693	1803
3238	16584	1802
3239	39760	1802
3240	9695	1801
3241	13645	1801
3242	43205	1800
3243	27577	1800
3244	1994	1799
3245	423	1799
3246	15024	1798
3247	16399	1798
3248	18386	1797
3249	9061	1797
3250	19199	1797
3251	9568	1796
3252	39308	1795
3253	13234	1795
3254	10525	1794
3255	16439	1794
3256	4300	1794
3257	2737	1793
3258	3933	1792
3259	15354	1792
